Country,Unit,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021 
Serbia,(Annual average-  1 ECU/EUR = ... units of national currency),NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, 6.7022545, 11.2322460, 12.4239980, 58.1959646, 59.8774955, 60.6579237, 65.1305937, 72.7016814, 83.0003437, 84.1049960, 79.9639929, 81.4405181, 93.9517000, 103.0431000, 101.9591549, 113.0216367, 113.1003102, 117.2531215, 120.7406756, 123.1003102, 121.4023059, 118.2715837, 117.8600066, 117.5406300, 117.5406300 
Turkey,(Annual average-  1 ECU/EUR = ... units of national currency),0.000009506, 0.000009606, 0.000009628, 0.000009628, 0.000009628, 0.000009628, 0.000009628, 0.000009583, 0.000009260, 0.000009200, 0.000011460, 0.000015674, 0.000015873, 0.000017429, 0.000016741, 0.000017909, 0.000017935, 0.000020515, 0.000030860, 0.000042151, 0.000099584, 0.000120694, 0.000157294, 0.000186539, 0.000259956, 0.000463480, 0.000721982, 0.001117240, 0.001667820, 0.002539630, 0.003329060, 0.005153290, 0.008930950, 0.012879300, 0.035535300, 0.059912100, 0.103214000, 0.171848000, 0.293736000, 0.447237564, 0.574816122, 1.102424854, 1.439680392, 1.694851106, 1.777052336, 1.677078599, 1.808976078, 1.786484314, 1.906389063, 2.163112891, 1.996545736, 2.337812062, 2.313540234, 2.533540784, 2.906496078, 3.025457422, 3.343253696, 4.120627451, 5.707669020, 6.372244981, 6.480240000, 6.480240000 
Iceland,(Annual average-  1 ECU/EUR = ... units of national currency),0.3631200, 0.4278000, 0.4600200, 0.4600200, 0.4600200, 0.4600000, 0.4600000, 0.4703300, 0.6396610, 0.8995250, 0.8995600, 0.9220000, 0.9900800, 1.1101600, 1.2015300, 1.9037700, 2.0359900, 2.2710600, 3.4661800, 4.8395100, 6.6581600, 8.0330500, 12.0207000, 21.9845000, 24.8793000, 31.6389000, 40.4081000, 44.6059000, 50.7554000, 62.8523000, 74.0334000, 73.0018000, 74.6584000, 79.2528000, 83.1063000, 84.6853000, 84.6558000, 80.4391000, 79.6976000, 77.1821622, 72.5849020, 87.4172835, 86.1780784, 86.6478039, 87.1401158, 78.2256420, 87.7573333, 87.6340392, 143.8290756, 172.6673896, 161.8899203, 161.4200000, 160.7300000, 162.3800000, 154.8528039, 146.3128320, 133.5900000, 120.5400000, 127.8900000, 137.5669349, 138.1400000, 138.1400000 
Norway,(Annual average-  1 ECU/EUR = ... units of national currency),7.54436000, 7.62390000, 7.64150000, 7.64150000, 7.64150000, 7.64200000, 7.64150000, 7.60583900, 7.34921700, 7.30133900, 7.30162000, 7.39290000, 7.39055000, 7.10195000, 6.54406000, 6.47191000, 6.09789000, 6.07571000, 6.67163000, 6.93700000, 6.86548000, 6.38700000, 6.31294000, 6.49113000, 6.41698000, 6.51104000, 7.27750000, 7.76498000, 7.70054000, 7.60381000, 7.94851000, 8.01701000, 8.04177000, 8.30954000, 8.37420000, 8.28575000, 8.19659000, 8.01861000, 8.46587000, 8.31040734, 8.11291882, 8.04843504, 7.50862706, 8.00333412, 8.36973707, 8.00920195, 8.04718549, 8.01650588, 8.22370078, 8.72783398, 8.00429651, 7.79337471, 7.47505508, 7.80671216, 8.35437765, 8.94962539, 9.29060039, 9.32704392, 9.59749294, 9.85150920, 10.10230000, 10.10230000 
Switzerland,(Annual average-  1 ECU/EUR = ... units of national currency),4.618810000, 4.667500000, 4.678280000, 4.678280000, 4.678280000, 4.678000000, 4.678300000, 4.656445000, 4.499336000, 4.470024000, 4.470200000, 4.331300000, 4.284290000, 3.898180000, 3.448980000, 3.200530000, 2.794010000, 2.738890000, 2.272210000, 2.278650000, 2.327770000, 2.187140000, 1.986340000, 1.867530000, 1.847530000, 1.855720000, 1.760860000, 1.717800000, 1.728220000, 1.800100000, 1.762180000, 1.772450000, 1.817760000, 1.730190000, 1.621280000, 1.545740000, 1.567900000, 1.644000000, 1.622030000, 1.600342857, 1.557858824, 1.510518110, 1.467025490, 1.521200784, 1.543822008, 1.548281712, 1.572878431, 1.642719608, 1.587394531, 1.510018750, 1.380344186, 1.232605058, 1.205275391, 1.231058824, 1.214622353, 1.067857031, 1.090155253, 1.111674118, 1.154958039, 1.112913180, 1.097440000, 1.097440000 
Australia,(Annual average-  1 ECU/EUR = ... units of national currency),0.943050000, 0.953000000, 0.955190000, 0.955190000, 0.955190000, 0.955000000, 0.955200000, 0.950733000, 0.918655000, 0.912670000, 0.912710000, 0.924800000, 0.940840000, 0.866520000, 0.837490000, 0.948000000, 0.914900000, 1.029087000, 1.113132000, 1.226081000, 1.148800000, 0.943635000, 0.964741000, 0.987346000, 0.897143000, 1.092080000, 1.478000000, 1.647330000, 1.513970000, 1.392790000, 1.630210000, 1.591050000, 1.769470000, 1.724030000, 1.624740000, 1.765230000, 1.623400000, 1.528130000, 1.786700000, 1.652342471, 1.588946667, 1.731871260, 1.737645098, 1.737940784, 1.690488803, 1.631961868, 1.666811373, 1.634836471, 1.741622656, 1.772697656, 1.442311628, 1.348394553, 1.240711328, 1.377695294, 1.471877647, 1.477660938, 1.488282101, 1.473167059, 1.579677647, 1.612900575, 1.629450000, 1.629450000 
Canada,(Annual average-  1 ECU/EUR = ... units of national currency),1.024290000, 1.081300000, 1.144850000, 1.156550000, 1.156550000, 1.157000000, 1.156600000, 1.151152000, 1.112312000, 1.105066000, 1.070950000, 1.058000000, 1.110480000, 1.231830000, 1.175720000, 1.235480000, 1.102350000, 1.214010000, 1.453660000, 1.605640000, 1.626090000, 1.337930000, 1.208220000, 1.096710000, 1.020660000, 1.042040000, 1.367310000, 1.530200000, 1.455890000, 1.304300000, 1.485400000, 1.419810000, 1.568630000, 1.510700000, 1.624700000, 1.794830000, 1.731470000, 1.569200000, 1.665060000, 1.583993822, 1.370584314, 1.386378740, 1.483813725, 1.581680784, 1.616749807, 1.508733852, 1.423687451, 1.467847843, 1.559421484, 1.584956641, 1.365106202, 1.376102724, 1.284211719, 1.368372549, 1.466137647, 1.418560156, 1.465878988, 1.464722745, 1.529364706, 1.485846897, 1.462140000, 1.462140000 
Japan,(Annual average-  1 ECU/EUR = ... units of national currency),380.2320000, 384.2400000, 385.1280000, 385.1280000, 385.1280000, 385.1280000, 385.1280000, 383.3310000, 370.3980000, 367.9860000, 368.0030000, 363.8250000, 339.7190000, 333.1670000, 339.6780000, 360.7330000, 331.2100000, 305.8070000, 267.0830000, 300.4610000, 315.0440000, 245.3790000, 243.5460000, 211.3540000, 187.0890000, 180.5590000, 164.9970000, 166.5980000, 151.4590000, 151.9380000, 183.6600000, 166.4930000, 164.2230000, 130.1470000, 121.3220000, 123.0120000, 138.0840000, 137.0760000, 146.4150000, 121.3170656, 99.4748235, 108.6823622, 118.0625490, 130.9712157, 134.4445946, 136.8491829, 146.0153333, 161.2526275, 152.4540625, 130.3366016, 116.2385659, 110.9585992, 102.4918750, 129.6626667, 140.3061176, 134.3140234, 120.1966537, 126.7111765, 130.3958824, 121.8060958, 119.5210000, 119.5210000 
Korea,(Annual average-  1 ECU/EUR = ... units of national currency),NA, 133.190000, 139.080000, 139.080000, 228.780000, 285.000000, 290.280000, 288.050000, 284.630000, 294.550000, 317.460000, 363.730000, 440.740000, 490.620000, 486.230000, 600.530000, 541.130000, 552.300000, 616.670000, 663.310000, 795.509000, 739.040000, 707.442000, 641.832000, 571.396000, 772.514000, 943.486000, 1072.100000, 857.707000, 803.731000, 964.889000, 983.371000, 945.289000, 895.515000, 988.276000, 1013.630000, 1007.970000, 1050.420000, 1565.610000, 1267.259961, 1043.500078, 1154.826496, 1175.496471, 1346.904039, 1422.620154, 1273.608911, 1198.581176, 1272.987843, 1606.087188, 1772.903867, 1531.821163, 1541.234086, 1447.691289, 1453.912078, 1398.142431, 1256.544414, 1284.181128, 1276.738078, 1299.071255, 1307.360226, 1311.229000, 1311.229000 
Mexico,(Annual average-  1 ECU/EUR = ... units of national currency),0.01274000, 0.01334175, 0.01337263, 0.01337263, 0.01337263, 0.01337263, 0.01337263, 0.01331021, 0.01286113, 0.01277734, 0.01277784, 0.01309696, 0.01402223, 0.01539663, 0.01502664, 0.01550963, 0.01678971, 0.02575741, 0.02901767, 0.03124681, 0.02619260, 0.02170360, 0.05806000, 0.09928440, 0.12052100, 0.23086100, 0.65293200, 1.79862000, 2.66176000, 2.94460000, 3.83087000, 4.04961000, 3.74168000, 3.48089000, 4.15754000, 8.43742000, 9.65336000, 8.97847000, 10.30000000, 10.19462703, 8.73605118, 8.37103898, 9.16502314, 12.21441294, 14.04319575, 13.56380389, 13.69386270, 14.98465232, 16.29106445, 18.79886133, 16.73727442, 17.28765058, 16.90293008, 16.96405608, 17.65504196, 17.61572617, 20.66730545, 21.32860667, 22.70542706, 21.56961184, 21.37019000, 21.37019000 
New Zealand,(Annual average-  1 ECU/EUR = ... units of national currency),0.754440000, 0.763700000, 0.769400000, 0.769400000, 0.769400000, 0.769000000, 0.769400000, 0.781224000, 0.918655000, 0.912670000, 0.912710000, 0.922700000, 0.938570000, 0.907550000, 0.860000000, 1.033000000, 1.123500000, 1.175709000, 1.228769000, 1.341009000, 1.350130000, 1.247330000, 1.303790000, 1.331430000, 1.381720000, 1.528050000, 1.883310000, 1.947440000, 1.803850000, 1.842160000, 2.131850000, 2.142050000, 2.412770000, 2.165810000, 2.002110000, 1.993370000, 1.846780000, 1.714850000, 2.096940000, 2.014537066, 2.028782745, 2.130044094, 2.036554902, 1.943844706, 1.873092278, 1.765954864, 1.937319216, 1.862729412, 2.076950391, 2.212125000, 1.837737984, 1.760027237, 1.586704297, 1.620572549, 1.599538824, 1.593047656, 1.588621790, 1.589653333, 1.706458824, 1.706646437, 1.748120000, 1.748120000 
United States,(Annual average-  1 ECU/EUR = ... units of national currency),1.056210000, 1.067340000, 1.069810000, 1.069810000, 1.069810000, 1.069810000, 1.069810000, 1.064817000, 1.028890000, 1.022187000, 1.022227000, 1.047760000, 1.121780000, 1.231730000, 1.192700000, 1.240770000, 1.118050000, 1.141120000, 1.274100000, 1.370470000, 1.392330000, 1.116450000, 0.979715000, 0.890220000, 0.789034000, 0.763088000, 0.984167000, 1.154440000, 1.182480000, 1.101750000, 1.273430000, 1.239160000, 1.298100000, 1.171000000, 1.189520000, 1.308010000, 1.269750000, 1.134040000, 1.121090000, 1.065776448, 0.923612549, 0.895629528, 0.945573725, 1.131160392, 1.243902317, 1.244090272, 1.255598824, 1.370478039, 1.470755469, 1.394782422, 1.325716667, 1.391955253, 1.284788672, 1.328118039, 1.328500784, 1.109512891, 1.106903113, 1.129681176, 1.180954510, 1.118880192, 1.105330000, 1.105330000 
